Time,F,SL,Displ,x1,x2
 6.26000000e-01, 5.57092933e+00, 1.85854164e+00, 2.07291803e-02,-8.81910920e-04, 5.91349878e-03
 6.27000000e-01, 5.71837121e+00, 1.85767798e+00, 2.11610097e-02,-8.81711001e-04, 5.91428582e-03
 6.28000000e-01, 5.86644066e+00, 1.85681810e+00, 2.15909497e-02,-8.81713755e-04, 5.91521942e-03
 6.29000000e-01, 6.01474821e+00, 1.85596414e+00, 2.20179317e-02,-8.81754296e-04, 5.91617464e-03
 6.30000000e-01, 6.16344447e+00, 1.85511508e+00, 2.24424579e-02,-8.81219265e-04, 5.91739422e-03
 6.31000000e-01, 6.31273943e+00, 1.85426964e+00, 2.28651812e-02,-8.80383342e-04, 5.91882448e-03
 6.32000000e-01, 6.46271205e+00, 1.85342727e+00, 2.32863661e-02,-8.79364775e-04, 5.92038888e-03
 6.33000000e-01, 6.61341529e+00, 1.85258761e+00, 2.37061968e-02,-8.78206956e-04, 5.92205882e-03
 6.34000000e-01, 6.76487324e+00, 1.85175046e+00, 2.41247718e-02,-8.76962895e-04, 5.92381065e-03
 6.35000000e-01, 6.91655477e+00, 1.85091866e+00, 2.45406701e-02,-8.77251934e-04, 5.92538967e-03
 6.36000000e-01, 7.06762648e+00, 1.85009661e+00, 2.49516952e-02,-8.77109335e-04, 5.92708072e-03
 6.37000000e-01, 7.21838032e+00, 1.84928251e+00, 2.53587434e-02,-8.76242965e-04, 5.92922459e-03
 6.38000000e-01, 7.36884032e+00, 1.84847606e+00, 2.57619679e-02,-8.75240826e-04, 5.93166989e-03
 6.39000000e-01, 7.51901427e+00, 1.84767705e+00, 2.61614737e-02,-8.73712362e-04, 5.93446384e-03
 6.40000000e-01, 7.66896543e+00, 1.84688498e+00, 2.65575078e-02,-8.72079432e-04, 5.93756657e-03
 6.41000000e-01, 7.81835997e+00, 1.84610146e+00, 2.69492719e-02,-8.70358088e-04, 5.94092548e-03
 6.42000000e-01, 7.96718179e+00, 1.84532637e+00, 2.73368136e-02,-8.68007150e-04, 5.94470755e-03
 6.43000000e-01, 8.11595577e+00, 1.84455685e+00, 2.77215729e-02,-8.64294690e-04, 5.94903059e-03
 6.44000000e-01, 8.26510646e+00, 1.84379061e+00, 2.81046929e-02,-8.60572187e-04, 5.95360418e-03
 6.45000000e-01, 8.41441682e+00, 1.84302869e+00, 2.84856547e-02,-8.56950408e-04, 5.95828759e-03
 6.46000000e-01, 8.56377037e+00, 1.84227159e+00, 2.88642069e-02,-8.52799960e-04, 5.96318215e-03
 6.47000000e-01, 8.71372062e+00, 1.84151643e+00, 2.92417859e-02,-8.48098256e-04, 5.96833571e-03
 6.48000000e-01, 8.86421815e+00, 1.84076343e+00, 2.96182872e-02,-8.43749258e-04, 5.97347029e-03
 6.49000000e-01, 9.01495574e+00, 1.84001406e+00, 2.99929705e-02,-8.39579219e-04, 5.97861691e-03
 6.50000000e-01, 9.16587200e+00, 1.83926856e+00, 3.03657191e-02,-8.34635515e-04, 5.98392811e-03
 6.51000000e-01, 9.31808964e+00, 1.83852137e+00, 3.07393164e-02,-8.28940111e-04, 5.98938073e-03
 6.52000000e-01, 9.47165436e+00, 1.83777228e+00, 3.11138576e-02,-8.24148149e-04, 5.99444375e-03
 6.53000000e-01, 9.62609894e+00, 1.83702361e+00, 3.14881961e-02,-8.19977346e-04, 5.99916096e-03
 6.54000000e-01, 9.78109549e+00, 1.83627690e+00, 3.18615484e-02,-8.16131529e-04, 6.00370206e-03
 6.55000000e-01, 9.93643719e+00, 1.83553312e+00, 3.22334390e-02,-8.12429547e-04, 6.00818957e-03
 6.56000000e-01, 1.00919895e+01, 1.83479285e+00, 3.26035751e-02,-8.08765014e-04, 6.01269939e-03
 6.57000000e-01, 1.02476180e+01, 1.83405666e+00, 3.29716715e-02,-8.05308205e-04, 6.01726737e-03
 6.58000000e-01, 1.04026889e+01, 1.83332744e+00, 3.33362787e-02,-8.02151525e-04, 6.02197881e-03
 6.59000000e-01, 1.05569730e+01, 1.83260615e+00, 3.36969234e-02,-7.98401169e-04, 6.02713142e-03
 6.60000000e-01, 1.07105838e+01, 1.83189213e+00, 3.40539370e-02,-7.94134327e-04, 6.03273664e-03
 6.61000000e-01, 1.08635866e+01, 1.83118494e+00, 3.44075316e-02,-7.89471774e-04, 6.03872862e-03
 6.62000000e-01, 1.10153860e+01, 1.83048720e+00, 3.47563998e-02,-7.85662066e-04, 6.04507104e-03
 6.63000000e-01, 1.11648370e+01, 1.82980398e+00, 3.50980086e-02,-7.80896486e-04, 6.05231734e-03
 6.64000000e-01, 1.13120847e+01, 1.82913439e+00, 3.54328033e-02,-7.74762589e-04, 6.06072884e-03
 6.65000000e-01, 1.14561289e+01, 1.82848273e+00, 3.57586331e-02,-7.73950525e-04, 6.07013996e-03
 6.66000000e-01, 1.15778062e+01, 1.82793482e+00, 3.60325920e-02,-7.75412161e-04, 6.08644724e-03
 6.67000000e-01, 1.16902048e+01, 1.82743073e+00, 3.62846343e-02,-7.44381238e-04, 6.11388579e-03
 6.68000000e-01, 1.18073205e+01, 1.82690756e+00, 3.65462195e-02,-7.16136485e-04, 6.14056630e-03
 6.69000000e-01, 1.19282667e+01, 1.82636947e+00, 3.68152649e-02,-6.93708054e-04, 6.16332882e-03
 6.70000000e-01, 1.20511873e+01, 1.82582485e+00, 3.70875760e-02,-6.75561602e-04, 6.18273546e-03
 6.71000000e-01, 1.21741761e+01, 1.82528217e+00, 3.73589155e-02,-6.61550555e-04, 6.20002291e-03
 6.72000000e-01, 1.22921994e+01, 1.82476349e+00, 3.76182573e-02,-6.48182305e-04, 6.21868597e-03
 6.73000000e-01, 1.24034941e+01, 1.82427622e+00, 3.78618887e-02,-6.30799985e-04, 6.24119671e-03
 6.74000000e-01, 1.25081899e+01, 1.82381947e+00, 3.80902642e-02,-6.09490653e-04, 6.26761467e-03
 6.75000000e-01, 1.26064753e+01, 1.82339210e+00, 3.83039488e-02,-5.84968841e-04, 6.29750593e-03
 6.76000000e-01, 1.26981302e+01, 1.82299479e+00, 3.85026062e-02,-5.57240096e-04, 6.33070806e-03
 6.77000000e-01, 1.27856892e+01, 1.82261632e+00, 3.86918394e-02,-5.26772879e-04, 6.36468331e-03
 6.78000000e-01, 1.28718428e+01, 1.82224496e+00, 3.88775184e-02,-4.99560604e-04, 6.39573396e-03
 6.79000000e-01, 1.29561199e+01, 1.82188268e+00, 3.90586611e-02,-4.75428403e-04, 6.42389229e-03
 6.80000000e-01, 1.30378473e+01, 1.82153227e+00, 3.92338629e-02,-4.53290703e-04, 6.45008931e-03
 6.81000000e-01, 1.31165176e+01, 1.82119583e+00, 3.94020854e-02,-4.32308005e-04, 6.47514293e-03
 6.82000000e-01, 1.31915896e+01, 1.82087554e+00, 3.95622276e-02,-4.12102551e-04, 6.49983488e-03
 6.83000000e-01, 1.32600927e+01, 1.82058394e+00, 3.97080301e-02,-3.89810928e-04, 6.52779908e-03
 6.84000000e-01, 1.33201738e+01, 1.82032870e+00, 3.98356522e-02,-3.62403657e-04, 6.56132544e-03
 6.85000000e-01, 1.33715934e+01, 1.82011063e+00, 3.99446875e-02,-3.30427152e-04, 6.59999334e-03
 6.86000000e-01, 1.34141308e+01, 1.81993049e+00, 4.00347575e-02,-2.94479218e-04, 6.64318745e-03
 6.87000000e-01, 1.34477843e+01, 1.81978813e+00, 4.01059329e-02,-2.55360374e-04, 6.69001175e-03
 6.88000000e-01, 1.34723727e+01, 1.81968422e+00, 4.01578896e-02,-2.13666940e-04, 6.73990759e-03
 6.89000000e-01, 1.34874503e+01, 1.81962054e+00, 4.01897302e-02,-1.69420029e-04, 6.79283862e-03
 6.90000000e-01, 1.34925328e+01, 1.81959908e+00, 4.02004599e-02,-1.22568589e-04, 6.84886353e-03
 6.91000000e-01, 1.34866163e+01, 1.81962406e+00, 4.01879694e-02,-7.22956018e-05, 6.90902592e-03
 6.92000000e-01, 1.34630209e+01, 1.81972373e+00, 4.01381333e-02,-7.95159231e-06, 6.98495993e-03
 6.93000000e-01, 1.34173480e+01, 1.81991687e+00, 4.00415647e-02, 7.49501048e-05, 7.08203893e-03
 6.94000000e-01, 1.33543870e+01, 1.82018356e+00, 3.99082206e-02, 1.61003583e-04, 7.18485023e-03
 6.95000000e-01, 1.32806046e+01, 1.82049674e+00, 3.97516276e-02, 2.37035065e-04, 7.27725789e-03
 6.96000000e-01, 1.31971357e+01, 1.82085191e+00, 3.95740436e-02, 3.03894300e-04, 7.35896678e-03
 6.97000000e-01, 1.31043466e+01, 1.82124783e+00, 3.93760871e-02, 3.63873854e-04, 7.43232304e-03
 6.98000000e-01, 1.30024792e+01, 1.82168380e+00, 3.91580987e-02, 4.19052518e-04, 7.49966378e-03
 6.99000000e-01, 1.28916006e+01, 1.82215994e+00, 3.89200287e-02, 4.71238528e-04, 7.56316959e-03
 7.00000000e-01, 1.27718860e+01, 1.82267591e+00, 3.86620430e-02, 5.21356779e-04, 7.62405916e-03
 7.01000000e-01, 1.26435618e+01, 1.82323119e+00, 3.83844028e-02, 5.69943945e-04, 7.68302191e-03
 7.02000000e-01, 1.25068712e+01, 1.82382521e+00, 3.80873926e-02, 6.17321231e-04, 7.74047443e-03
 7.03000000e-01, 1.23624262e+01, 1.82445582e+00, 3.77720922e-02, 6.62256012e-04, 7.79554505e-03
 7.04000000e-01, 1.22116434e+01, 1.82511729e+00, 3.74413554e-02, 7.02785667e-04, 7.84555189e-03
 7.05000000e-01, 1.20552425e+01, 1.82580692e+00, 3.70965404e-02, 7.39677089e-04, 7.89097344e-03
 7.06000000e-01, 1.18936911e+01, 1.82652307e+00, 3.67384641e-02, 7.73731763e-04, 7.93279391e-03
 7.07000000e-01, 1.17273987e+01, 1.82726435e+00, 3.63678231e-02, 8.05504114e-04, 7.97173458e-03
 7.08000000e-01, 1.15567454e+01, 1.82802949e+00, 3.59852562e-02, 8.35379396e-04, 8.00827681e-03
 7.09000000e-01, 1.13815265e+01, 1.82881982e+00, 3.55900876e-02, 8.65880241e-04, 8.04465357e-03
 7.10000000e-01, 1.12011005e+01, 1.82963875e+00, 3.51806230e-02, 8.98213277e-04, 8.08322406e-03
 7.11000000e-01, 1.10155435e+01, 1.83048648e+00, 3.47567607e-02, 9.31368156e-04, 8.12305232e-03
 7.12000000e-01, 1.08251374e+01, 1.83136228e+00, 3.43188607e-02, 9.64464252e-04, 8.16302826e-03
 7.13000000e-01, 1.06302608e+01, 1.83226498e+00, 3.38675087e-02, 9.96705921e-04, 8.20225478e-03
 7.14000000e-01, 1.04322930e+01, 1.83318872e+00, 3.34056415e-02, 1.02369449e-03, 8.23665224e-03
 7.15000000e-01, 1.02329916e+01, 1.83412566e+00, 3.29371704e-02, 1.04420652e-03, 8.26314139e-03
 7.16000000e-01, 1.00331762e+01, 1.83507222e+00, 3.24638922e-02, 1.05970801e-03, 8.28317082e-03
 7.17000000e-01, 9.83340761e+00, 1.83602592e+00, 3.19870388e-02, 1.07137718e-03, 8.29825832e-03
 7.18000000e-01, 9.63413297e+00, 1.83698479e+00, 3.15076052e-02, 1.08003557e-03, 8.30949190e-03
 7.19000000e-01, 9.43572568e+00, 1.83794712e+00, 3.10264386e-02, 1.08624533e-03, 8.31761911e-03
 7.20000000e-01, 9.23848599e+00, 1.83891153e+00, 3.05442338e-02, 1.09056445e-03, 8.32325354e-03
 7.21000000e-01, 9.04243969e+00, 1.83987794e+00, 3.00610292e-02, 1.09408245e-03, 8.32765337e-03
 7.22000000e-01, 8.84768080e+00, 1.84084593e+00, 2.95770344e-02, 1.09678410e-03, 8.33111688e-03
 7.23000000e-01, 8.65441122e+00, 1.84181452e+00, 2.90927377e-02, 1.09845908e-03, 8.33340072e-03
 7.24000000e-01, 8.46284810e+00, 1.84278263e+00, 2.86086826e-02, 1.09896533e-03, 8.33431220e-03
 7.25000000e-01, 8.27320950e+00, 1.84374913e+00, 2.81254331e-02, 1.09822071e-03, 8.33373549e-03
 7.26000000e-01, 8.08570759e+00, 1.84471288e+00, 2.76435576e-02, 1.09617103e-03, 8.33160413e-03
 7.27000000e-01, 7.90059403e+00, 1.84567251e+00, 2.71637468e-02, 1.09259408e-03, 8.32769723e-03
 7.28000000e-01, 7.71810714e+00, 1.84662664e+00, 2.66866799e-02, 1.08750289e-03, 8.32193707e-03
 7.29000000e-01, 7.53843506e+00, 1.84757415e+00, 2.62129265e-02, 1.08102473e-03, 8.31446562e-03
 7.30000000e-01, 7.36173726e+00, 1.84851400e+00, 2.57429992e-02, 1.07326993e-03, 8.30542130e-03
 7.31000000e-01, 7.18815333e+00, 1.84944525e+00, 2.52773737e-02, 1.06433340e-03, 8.29492284e-03
 7.32000000e-01, 7.01780503e+00, 1.85036701e+00, 2.48164931e-02, 1.05429999e-03, 8.28307523e-03
 7.33000000e-01, 6.85087233e+00, 1.85127805e+00, 2.43609740e-02, 1.04277563e-03, 8.26966213e-03
 7.34000000e-01, 6.68796203e+00, 1.85217473e+00, 2.39126328e-02, 1.02823721e-03, 8.25289089e-03
 7.35000000e-01, 6.52938346e+00, 1.85305497e+00, 2.34725163e-02, 1.01136067e-03, 8.23304363e-03
 7.36000000e-01, 6.37520974e+00, 1.85391792e+00, 2.30410397e-02, 9.92946441e-04, 8.21112071e-03
 7.37000000e-01, 6.22544304e+00, 1.85476315e+00, 2.26184269e-02, 9.73556167e-04, 8.18786902e-03
 7.38000000e-01, 6.08004703e+00, 1.85559041e+00, 2.22047946e-02, 9.53571466e-04, 8.16379855e-03
 7.39000000e-01, 5.93896102e+00, 1.85639962e+00, 2.18001886e-02, 9.33252516e-04, 8.13925612e-03
 7.40000000e-01, 5.80210857e+00, 1.85719079e+00, 2.14046054e-02, 9.12778731e-04, 8.11447985e-03
 7.41000000e-01, 5.66940557e+00, 1.85796397e+00, 2.10180141e-02, 8.92254527e-04, 8.08962654e-03
 7.42000000e-01, 5.54099217e+00, 1.85871792e+00, 2.06410389e-02, 8.70736865e-04, 8.06387901e-03
 7.43000000e-01, 5.41706269e+00, 1.85945104e+00, 2.02744785e-02, 8.48064225e-04, 8.03664325e-03
 7.44000000e-01, 5.29756002e+00, 1.86016321e+00, 1.99183975e-02, 8.24836761e-04, 8.00857946e-03
 7.45000000e-01, 5.18236693e+00, 1.86085465e+00, 1.95726743e-02, 8.01490812e-04, 7.98026423e-03
 7.46000000e-01, 5.07134565e+00, 1.86152577e+00, 1.92371150e-02, 7.78311381e-04, 7.95208183e-03
 7.47000000e-01, 4.96434931e+00, 1.86217703e+00, 1.89114856e-02, 7.55480344e-04, 7.92427849e-03
 7.48000000e-01, 4.86122789e+00, 1.86280894e+00, 1.85955300e-02, 7.33111714e-04, 7.89700905e-03
 7.49000000e-01, 4.76183177e+00, 1.86342204e+00, 1.82889800e-02, 7.11275007e-04, 7.87036853e-03
 7.50000000e-01, 4.66601389e+00, 1.86401687e+00, 1.79915628e-02, 6.90010533e-04, 7.84441271e-03
 7.51000000e-01, 4.57366684e+00, 1.86459377e+00, 1.77031171e-02, 6.69167899e-04, 7.81902885e-03
 7.52000000e-01, 4.48476926e+00, 1.86515251e+00, 1.74237439e-02, 6.48468968e-04, 7.79384426e-03
 7.53000000e-01, 4.39921671e+00, 1.86569344e+00, 1.71532776e-02, 6.28069465e-04, 7.76898183e-03
 7.54000000e-01, 4.31687977e+00, 1.86621707e+00, 1.68914639e-02, 6.08105887e-04, 7.74461790e-03
 7.55000000e-01, 4.23762687e+00, 1.86672394e+00, 1.66380304e-02, 5.88663004e-04, 7.72086767e-03
 7.56000000e-01, 4.16132831e+00, 1.86721460e+00, 1.63927002e-02, 5.69788975e-04, 7.69779795e-03
 7.57000000e-01, 4.08785785e+00, 1.86768961e+00, 1.61551969e-02, 5.51507966e-04, 7.67544344e-03
 7.58000000e-01, 4.01709358e+00, 1.86814950e+00, 1.59252482e-02, 5.33828583e-04, 7.65381802e-03
 7.59000000e-01, 3.94891825e+00, 1.86859483e+00, 1.57025873e-02, 5.16749394e-04, 7.63292210e-03
 7.60000000e-01, 3.88321948e+00, 1.86902609e+00, 1.54869547e-02, 5.00262531e-04, 7.61274749e-03
 7.61000000e-01, 3.81989656e+00, 1.86944376e+00, 1.52781205e-02, 4.84323896e-04, 7.59325415e-03
 7.62000000e-01, 3.75889230e+00, 1.86984802e+00, 1.50759922e-02, 4.68781183e-04, 7.57426452e-03
 7.63000000e-01, 3.70012657e+00, 1.87023921e+00, 1.48803954e-02, 4.53652255e-04, 7.55576921e-03
 7.64000000e-01, 3.64350691e+00, 1.87061778e+00, 1.46911088e-02, 4.38976989e-04, 7.53781754e-03
 7.65000000e-01, 3.58894202e+00, 1.87098418e+00, 1.45079078e-02, 4.24777395e-04, 7.52044014e-03
 7.66000000e-01, 3.53634349e+00, 1.87133886e+00, 1.43305715e-02, 4.11061824e-04, 7.50364996e-03
 7.67000000e-01, 3.48562624e+00, 1.87168223e+00, 1.41588840e-02, 3.97829694e-04, 7.48744807e-03
 7.68000000e-01, 3.43670859e+00, 1.87201473e+00, 1.39926352e-02, 3.85074729e-04, 7.47182796e-03
 7.69000000e-01, 3.38951238e+00, 1.87233676e+00, 1.38316217e-02, 3.72787079e-04, 7.45677834e-03
 7.70000000e-01, 3.34396285e+00, 1.87264871e+00, 1.36756465e-02, 3.60954713e-04, 7.44228498e-03
 7.71000000e-01, 3.29998857e+00, 1.87295096e+00, 1.35245196e-02, 3.49564325e-04, 7.42833196e-03
 7.72000000e-01, 3.25752136e+00, 1.87324389e+00, 1.33780575e-02, 3.38601936e-04, 7.41490239e-03
 7.73000000e-01, 3.21649286e+00, 1.87352786e+00, 1.32360720e-02, 3.28067086e-04, 7.40199130e-03
 7.74000000e-01, 3.17681943e+00, 1.87380336e+00, 1.30983180e-02, 3.18009207e-04, 7.38965547e-03
 7.75000000e-01, 3.13843361e+00, 1.87407080e+00, 1.29646018e-02, 3.08401849e-04, 7.37787455e-03
 7.76000000e-01, 3.10127808e+00, 1.87433048e+00, 1.28347618e-02, 2.99206316e-04, 7.36660153e-03
 7.77000000e-01, 3.06530076e+00, 1.87458270e+00, 1.27086517e-02, 2.90392103e-04, 7.35579777e-03
 7.78000000e-01, 3.03045256e+00, 1.87482773e+00, 1.25861326e-02, 2.81934908e-04, 7.34543282e-03
 7.79000000e-01, 2.99668232e+00, 1.87506589e+00, 1.24670560e-02, 2.73812900e-04, 7.33547948e-03
 7.80000000e-01, 2.96394449e+00, 1.87529742e+00, 1.23512905e-02, 2.66008671e-04, 7.32591593e-03
 7.81000000e-01, 2.93219571e+00, 1.87552258e+00, 1.22387102e-02, 2.58507011e-04, 7.31672330e-03
 7.82000000e-01, 2.90139461e+00, 1.87574161e+00, 1.21291940e-02, 2.51294349e-04, 7.30788483e-03
 7.83000000e-01, 2.87150170e+00, 1.87595475e+00, 1.20226257e-02, 2.44358364e-04, 7.29938534e-03
 7.84000000e-01, 2.84248321e+00, 1.87616218e+00, 1.19189077e-02, 2.37672033e-04, 7.29119636e-03
 7.85000000e-01, 2.81434236e+00, 1.87636385e+00, 1.18180733e-02, 2.31104131e-04, 7.28316842e-03
 7.86000000e-01, 2.78706334e+00, 1.87655983e+00, 1.17200872e-02, 2.24650238e-04, 7.27527630e-03
 7.87000000e-01, 2.76061557e+00, 1.87675028e+00, 1.16248600e-02, 2.18345660e-04, 7.26756112e-03
 7.88000000e-01, 2.73496740e+00, 1.87693541e+00, 1.15322968e-02, 2.12214586e-04, 7.26005411e-03
 7.89000000e-01, 2.71008750e+00, 1.87711539e+00, 1.14423026e-02, 2.06271379e-04, 7.25277429e-03
 7.90000000e-01, 2.68594518e+00, 1.87729043e+00, 1.13547832e-02, 2.00523680e-04, 7.24573199e-03
 7.91000000e-01, 2.66251055e+00, 1.87746071e+00, 1.12696464e-02, 1.94974634e-04, 7.23893170e-03
 7.92000000e-01, 2.63975461e+00, 1.87762640e+00, 1.11868015e-02, 1.89624378e-04, 7.23237402e-03
 7.93000000e-01, 2.61764927e+00, 1.87778768e+00, 1.11061603e-02, 1.84471034e-04, 7.22605695e-03
 7.94000000e-01, 2.59616742e+00, 1.87794473e+00, 1.10276370e-02, 1.79511381e-04, 7.21997674e-03
 7.95000000e-01, 2.57528292e+00, 1.87809770e+00, 1.09511483e-02, 1.74741300e-04, 7.21412848e-03
 7.96000000e-01, 2.55497055e+00, 1.87824677e+00, 1.08766135e-02, 1.70156094e-04, 7.20850652e-03
 7.97000000e-01, 2.53520674e+00, 1.87839209e+00, 1.08039568e-02, 1.65748189e-04, 7.20310247e-03
 7.98000000e-01, 2.51605090e+00, 1.87853319e+00, 1.07334075e-02, 1.61235105e-04, 7.19761222e-03
 7.99000000e-01, 2.49757010e+00, 1.87866955e+00, 1.06652246e-02, 1.56466463e-04, 7.19181420e-03
 8.00000000e-01, 2.47975829e+00, 1.87880120e+00, 1.05993982e-02, 1.51556133e-04, 7.18582917e-03
 8.01000000e-01, 2.46259963e+00, 1.87892824e+00, 1.05358813e-02, 1.46598734e-04, 7.17977505e-03
 8.02000000e-01, 2.44607537e+00, 1.87905077e+00, 1.04746155e-02, 1.41661011e-04, 7.17373693e-03
 8.03000000e-01, 2.43016517e+00, 1.87916893e+00, 1.04155359e-02, 1.36789301e-04, 7.16777406e-03
 8.04000000e-01, 2.41484775e+00, 1.87928285e+00, 1.03585732e-02, 1.32015634e-04, 7.16192738e-03
 8.05000000e-01, 2.40010133e+00, 1.87939269e+00, 1.03036554e-02, 1.27361944e-04, 7.15622492e-03
 8.06000000e-01, 2.38590396e+00, 1.87949858e+00, 1.02507093e-02, 1.22842959e-04, 7.15068555e-03
 8.07000000e-01, 2.37223376e+00, 1.87960068e+00, 1.01996612e-02, 1.18468190e-04, 7.14532148e-03
 8.08000000e-01, 2.35906914e+00, 1.87969912e+00, 1.01504377e-02, 1.14243338e-04, 7.14014012e-03
 8.09000000e-01, 2.34639223e+00, 1.87979404e+00, 1.01029790e-02, 1.10159110e-04, 7.13513282e-03
 8.10000000e-01, 2.33420371e+00, 1.87988541e+00, 1.00572938e-02, 1.06154728e-04, 7.13022894e-03
 8.11000000e-01, 2.32249122e+00, 1.87997332e+00, 1.00133422e-02, 1.02236072e-04, 7.12542859e-03
 8.12000000e-01, 2.31123693e+00, 1.88005787e+00, 9.97106305e-03, 9.84212186e-05, 7.12075319e-03
 8.13000000e-01, 2.30042269e+00, 1.88013921e+00, 9.93039348e-03, 9.47225901e-05, 7.11621852e-03
 8.14000000e-01, 2.29003047e+00, 1.88021746e+00, 9.89127068e-03, 9.11478129e-05, 7.11183445e-03
 8.15000000e-01, 2.28004253e+00, 1.88029274e+00, 9.85363251e-03, 8.77010709e-05, 7.10760648e-03
 8.16000000e-01, 2.27044156e+00, 1.88036516e+00, 9.81741795e-03, 8.43841000e-05, 7.10353701e-03
 8.17000000e-01, 2.26121069e+00, 1.88043487e+00, 9.78256730e-03, 8.11968864e-05, 7.09962622e-03
 8.18000000e-01, 2.25233356e+00, 1.88050196e+00, 9.74902244e-03, 7.81381599e-05, 7.09587267e-03
 8.19000000e-01, 2.24379437e+00, 1.88056655e+00, 9.71672697e-03, 7.52057482e-05, 7.09227381e-03
 8.20000000e-01, 2.23557786e+00, 1.88062875e+00, 9.68562628e-03, 7.23968347e-05, 7.08882626e-03
 8.21000000e-01, 2.22766935e+00, 1.88068866e+00, 9.65566763e-03, 6.97081490e-05, 7.08552607e-03
 8.22000000e-01, 2.22005473e+00, 1.88074640e+00, 9.62680017e-03, 6.71361084e-05, 7.08236888e-03
 8.23000000e-01, 2.21272045e+00, 1.88080205e+00, 9.59897496e-03, 6.46769258e-05, 7.07935010e-03
 8.24000000e-01, 2.20565353e+00, 1.88085571e+00, 9.57214497e-03, 6.23266911e-05, 7.07646494e-03
 8.25000000e-01, 2.19884150e+00, 1.88090747e+00, 9.54626492e-03, 6.00815311e-05, 7.07370865e-03
 8.26000000e-01, 2.19226884e+00, 1.88095744e+00, 9.52127766e-03, 5.79493895e-05, 7.07108949e-03
 8.27000000e-01, 2.18592026e+00, 1.88100575e+00, 9.49712679e-03, 5.59329813e-05, 7.06861196e-03
 8.28000000e-01, 2.17978417e+00, 1.88105246e+00, 9.47376976e-03, 5.40235638e-05, 7.06626613e-03
 8.29000000e-01, 2.17384988e+00, 1.88109767e+00, 9.45116728e-03, 5.22131355e-05, 7.06404216e-03
 8.30000000e-01, 2.16810732e+00, 1.88114144e+00, 9.42928237e-03, 5.04948713e-05, 7.06193159e-03
 8.31000000e-01, 2.16254700e+00, 1.88118384e+00, 9.40808000e-03, 4.88628605e-05, 7.05992710e-03
 8.32000000e-01, 2.15715994e+00, 1.88122495e+00, 9.38752705e-03, 4.73118840e-05, 7.05802223e-03
 8.33000000e-01, 2.15193764e+00, 1.88126482e+00, 9.36759210e-03, 4.58372596e-05, 7.05621119e-03
 8.34000000e-01, 2.14687037e+00, 1.88130352e+00, 9.34823901e-03, 4.44339438e-05, 7.05448795e-03
 8.35000000e-01, 2.14195120e+00, 1.88134112e+00, 9.32944212e-03, 4.30983889e-05, 7.05284783e-03
 8.36000000e-01, 2.13717422e+00, 1.88137764e+00, 9.31117970e-03, 4.18271467e-05, 7.05128676e-03
 8.37000000e-01, 2.13253365e+00, 1.88141314e+00, 9.29343035e-03, 4.06135362e-05, 7.04979680e-03
 8.38000000e-01, 2.12802346e+00, 1.88144766e+00, 9.27617176e-03, 3.94543584e-05, 7.04837370e-03
 8.39000000e-01, 2.12363757e+00, 1.88148124e+00, 9.25938131e-03, 3.83477164e-05, 7.04701504e-03
 8.40000000e-01, 2.11937015e+00, 1.88151393e+00, 9.24303724e-03, 3.72916623e-05, 7.04571844e-03
 8.41000000e-01, 2.11521560e+00, 1.88154576e+00, 9.22711873e-03, 3.62841954e-05, 7.04448146e-03
 8.42000000e-01, 2.11116862e+00, 1.88157679e+00, 9.21160595e-03, 3.53233184e-05, 7.04330166e-03
 8.43000000e-01, 2.10722412e+00, 1.88160704e+00, 9.19647989e-03, 3.44070513e-05, 7.04217661e-03
 8.44000000e-01, 2.10337725e+00, 1.88163656e+00, 9.18172243e-03, 3.35334553e-05, 7.04110394e-03
 8.45000000e-01, 2.09962341e+00, 1.88166537e+00, 9.16731629e-03, 3.27006562e-05, 7.04008135e-03
 8.46000000e-01, 2.09595818e+00, 1.88169351e+00, 9.15324494e-03, 3.19068366e-05, 7.03910661e-03
 8.47000000e-01, 2.09237736e+00, 1.88172101e+00, 9.13949261e-03, 3.11502431e-05, 7.03817758e-03
 8.48000000e-01, 2.08887695e+00, 1.88174791e+00, 9.12604427e-03, 3.04291978e-05, 7.03729219e-03
 8.49000000e-01, 2.08545313e+00, 1.88177423e+00, 9.11288558e-03, 2.97420853e-05, 7.03644846e-03
 8.50000000e-01, 2.08210226e+00, 1.88179999e+00, 9.10000282e-03, 2.90873556e-05, 7.03564449e-03
 8.51000000e-01, 2.07882016e+00, 1.88182524e+00, 9.08738018e-03, 2.84661461e-05, 7.03488128e-03
 8.52000000e-01, 2.07560121e+00, 1.88185001e+00, 9.07499634e-03, 2.78829148e-05, 7.03416425e-03
 8.53000000e-01, 2.07244169e+00, 1.88187433e+00, 9.06283717e-03, 2.73347394e-05, 7.03349037e-03
 8.54000000e-01, 2.06933840e+00, 1.88189822e+00, 9.05089059e-03, 2.68183983e-05, 7.03285573e-03
 8.55000000e-01, 2.06628835e+00, 1.88192171e+00, 9.03914531e-03, 2.63311832e-05, 7.03225698e-03
 8.56000000e-01, 2.06328876e+00, 1.88194482e+00, 9.02759078e-03, 2.58708115e-05, 7.03169128e-03
 8.57000000e-01, 2.06033702e+00, 1.88196757e+00, 9.01621710e-03, 2.54353297e-05, 7.03115622e-03
 8.58000000e-01, 2.05743066e+00, 1.88198997e+00, 9.00501495e-03, 2.50230302e-05, 7.03064967e-03
